#1
double	HDU(8761,11) #T_Aussen	Q_Lueft	Q_Heiz	Raumtemp	Te_gl	Q_el_tot	CO2	Raumfeuchte	Strom	TWW	
8384400	7.5	-1.25	0.00	20.99	10.64	2.72	1207.41	49.88	148.04	0.00	
8388000	6.5	-1.32	0.00	20.72	10.64	2.41	1211.97	50.76	116.32	0.00	
8391600	7	-1.25	0.00	20.49	10.64	2.32	1215.18	51.56	105.37	0.00	
8395200	6.5	-1.28	0.00	20.24	10.64	2.26	1217.44	52.40	102.76	0.00	
8398800	6.5	-1.27	1.75	20.13	10.64	6.84	1219.03	52.86	102.99	0.00	
8402400	6.4	-1.28	2.33	20.08	10.64	7.58	1220.16	53.11	108.83	0.00	
8406000	7.4	-1.20	0.00	20.17	10.64	8.17	1184.50	52.92	156.01	4.90	
8409600	8.8	-1.12	0.00	20.67	10.64	6.23	1135.07	51.52	264.72	4.90	
8413200	9.2	-1.15	0.00	21.36	10.64	7.81	1075.94	49.55	379.67	2.80	
8416800	10.3	-1.02	0.00	21.09	10.64	8.97	997.82	50.32	440.48	2.80	
8420400	12.2	-0.86	0.00	21.26	10.64	9.55	942.77	49.75	488.32	2.80	
8424000	13.8	-0.73	0.00	21.48	10.64	12.06	903.98	49.02	494.56	2.80	
8427600	12.5	-0.84	0.00	21.45	10.64	7.17	876.64	49.07	401.33	2.80	
8431200	13.1	-0.79	0.00	21.49	10.64	6.05	893.83	48.92	324.28	2.80	
8434800	13.1	-0.81	0.00	21.67	10.64	5.30	905.94	48.46	288.04	7.00	
8438400	13.3	-0.81	0.00	21.92	10.64	5.21	914.47	47.84	255.37	7.00	
8442000	13.3	-0.83	0.00	22.04	10.64	9.60	969.09	47.59	265.97	8.40	
8445600	12.5	-0.89	0.00	21.95	10.64	10.86	1044.02	47.89	327.37	8.40	
8449200	11.9	-0.94	0.00	21.87	10.64	7.69	1096.83	48.15	383.00	8.40	
8452800	11.3	-0.98	0.00	21.75	10.64	7.14	1134.04	48.52	368.31	1.40	
8456400	12	-0.91	0.00	21.68	10.64	6.34	1160.27	48.81	342.54	1.40	
8460000	11.1	-0.97	0.00	21.51	10.64	5.08	1178.74	49.45	303.75	1.40	
8463600	9.5	-1.10	0.00	21.26	10.64	3.72	1191.77	50.40	223.66	0.00	
8467200	9.6	-1.07	0.00	21.06	10.44	2.76	1200.94	51.25	158.51	0.00	
8470800	9.5	-1.06	0.00	20.86	10.44	2.36	1207.41	52.07	117.04	0.00	
8474400	9.1	-1.07	0.00	20.62	10.44	2.24	1211.97	53.00	105.37	0.00	
8478000	8.3	-1.12	0.00	20.40	10.44	2.26	1215.18	53.88	102.58	0.00	
8481600	7.6	-1.17	0.34	20.19	10.44	2.63	1217.44	54.70	104.84	0.00	
8485200	8.4	-1.10	1.05	20.12	10.44	7.89	1219.03	55.11	125.25	0.00	
8488800	8.8	-1.06	0.87	20.09	10.44	9.49	1220.16	55.43	221.16	2.10	
8492400	8.9	-1.06	0.00	20.19	10.44	10.19	1184.50	55.23	308.75	35.00	
8496000	8.9	-1.09	0.00	20.50	10.44	6.47	1135.07	54.36	327.19	0.70	
8499600	10.8	-0.93	0.00	20.62	10.44	6.17	1075.94	53.92	323.56	0.70	
8503200	11.9	-0.85	0.00	20.84	10.44	6.10	997.82	53.05	314.28	0.70	
8506800	11.9	-0.86	0.00	21.04	10.44	6.58	942.77	52.22	317.14	0.70	
8510400	13	-0.79	0.00	21.29	10.44	10.17	903.98	51.25	356.05	11.20	
8514000	13.4	-0.77	0.00	21.48	10.44	6.11	876.64	50.45	346.65	0.70	
8517600	13.9	-0.74	0.00	21.75	10.44	5.50	893.83	49.48	301.72	0.70	
8521200	14.9	-0.66	0.00	21.90	10.44	5.16	905.94	48.89	269.89	0.70	
8524800	14.9	-0.70	0.00	22.22	10.44	5.42	914.47	47.84	252.64	0.70	
8528400	15.3	-0.68	0.00	22.43	10.44	9.81	969.09	47.16	276.85	0.70	
8532000	14.2	-0.77	0.00	22.31	10.44	11.23	1044.02	47.44	344.74	3.50	
8535600	12.9	-0.87	0.00	22.16	10.44	8.15	1096.83	47.81	409.18	3.50	
8539200	10.2	-1.10	0.00	21.93	10.44	7.53	1134.04	48.53	399.96	3.50	
8542800	9.3	-1.16	0.00	21.69	10.44	6.60	1160.27	49.22	371.16	3.50	
8546400	9.9	-1.08	0.00	21.45	10.44	5.25	1178.74	49.94	322.97	1.40	
8550000	8.8	-1.16	0.00	21.22	10.44	3.74	1191.77	50.63	238.60	0.00	
8553600	9.8	-1.05	0.00	21.03	10.47	2.76	1200.94	51.18	158.51	0.00	
8557200	8.9	-1.11	0.00	20.79	10.47	2.36	1207.41	51.87	117.04	0.00	
8560800	8.2	-1.14	0.00	20.53	10.47	2.24	1211.97	52.67	105.37	0.00	
8564400	8.4	-1.11	0.00	20.35	10.47	2.26	1215.18	53.19	102.58	0.00	
8568000	8.2	-1.12	0.34	20.18	10.47	2.63	1217.44	53.70	104.84	0.00	
8571600	8.2	-1.12	1.22	20.11	10.47	7.95	1219.03	53.88	125.25	0.00	
8575200	8	-1.13	0.56	20.09	10.47	9.47	1220.16	53.91	221.16	2.10	
8578800	8.9	-1.08	0.00	20.40	10.47	10.19	1184.50	52.86	308.75	35.00	
8582400	9.9	-1.06	0.00	21.06	10.47	6.47	1135.07	50.77	327.19	0.70	
8586000	11.8	-0.86	0.00	20.89	10.47	6.17	1075.94	51.16	323.56	0.70	
8589600	13.9	-0.69	0.00	21.16	10.47	6.10	997.82	50.21	314.28	0.70	
8593200	16	-0.53	0.00	21.48	10.47	6.58	942.77	49.17	317.14	0.70	
8596800	16.5	-0.51	0.00	21.77	10.47	9.91	903.98	48.20	356.05	11.20	
8600400	17.4	-0.45	0.00	22.04	10.47	6.11	876.64	47.30	346.65	0.70	
8604000	17.8	-0.43	0.00	22.24	10.47	5.50	893.83	46.62	301.72	0.70	
8607600	18.8	-1.18	0.00	22.35	10.47	5.16	905.94	46.19	269.89	0.70	
8611200	18.8	-1.29	0.00	22.66	10.47	5.42	914.47	45.23	252.64	0.70	
8614800	18.4	-1.50	0.00	22.90	10.47	9.58	969.09	44.54	276.85	0.70	
8618400	18.2	-1.59	0.00	22.98	10.47	10.93	1044.02	44.31	344.74	3.50	
8622000	16.1	-0.65	0.00	22.97	10.47	8.15	1096.83	44.33	409.18	3.50	
8625600	13.4	-0.89	0.00	22.83	10.47	7.53	1134.04	44.70	399.96	3.50	
8629200	13.1	-0.91	0.00	22.73	10.47	6.60	1160.27	44.95	371.16	3.50	
8632800	12.8	-0.92	0.00	22.58	10.47	5.25	1178.74	45.30	322.97	1.40	
8636400	13.1	-0.87	0.00	22.41	10.47	3.74	1191.77	45.68	238.60	0.00	
8640000	12.1	-0.94	0.00	22.21	11.17	2.76	1200.94	46.16	158.51	0.00	
8643600	11.2	-1.01	0.00	22.01	11.17	2.36	1207.41	46.66	117.04	0.00	
8647200	10.7	-1.03	0.00	21.81	11.17	2.24	1211.97	47.14	105.37	0.00	
8650800	11	-0.99	0.00	21.64	11.17	2.26	1215.18	47.56	102.58	0.00	
8654400	10.8	-0.99	0.00	21.48	11.17	2.53	1217.44	47.94	104.84	0.00	
8658000	10.6	-1.00	0.00	21.37	11.17	7.43	1219.03	48.17	125.25	0.00	
8661600	10.5	-1.02	0.00	21.41	11.17	9.12	1220.16	47.98	221.16	2.10	
8665200	11.3	-0.99	0.00	21.75	11.17	10.01	1184.50	46.94	308.75	35.00	
8668800	13.1	-0.85	0.00	22.04	11.17	6.47	1135.07	46.03	327.19	0.70	
8672400	14.9	-0.68	0.00	22.06	11.17	6.17	1075.94	45.87	323.56	0.70	
8676000	16.1	-0.59	0.00	22.25	11.17	6.10	997.82	45.22	314.28	0.70	
8679600	16.1	-0.61	0.00	22.48	11.17	6.58	942.77	44.49	317.14	0.70	
8683200	18.6	-1.37	0.00	22.71	11.17	9.75	903.98	43.73	356.05	11.20	
8686800	19.9	-1.04	0.00	22.97	11.17	6.11	876.64	42.88	346.65	0.70	
8690400	19.9	-1.10	0.00	23.17	11.17	5.50	893.83	42.19	301.72	0.70	
8694000	20	-1.11	0.00	23.32	11.17	5.16	905.94	41.65	269.89	0.70	
8697600	20.2	-1.19	0.00	23.74	11.17	5.42	914.47	40.47	252.64	0.70	
8701200	20.3	-1.26	0.00	24.04	11.17	9.43	969.09	39.62	276.85	0.70	
8704800	19	-1.67	0.00	24.04	11.17	10.87	1044.02	39.53	344.74	3.50	
8708400	17.8	-0.60	0.00	24.08	11.17	8.15	1096.83	39.35	409.18	3.50	
8712000	16.4	-0.72	0.00	24.02	11.17	7.53	1134.04	39.37	399.96	3.50	
8715600	15.3	-0.81	0.00	23.91	11.17	6.60	1160.27	39.53	371.16	3.50	
8719200	14.7	-0.85	0.00	23.77	11.17	5.25	1178.74	39.78	322.97	1.40	
8722800	14.5	-0.85	0.00	23.62	11.17	3.74	1191.77	40.10	238.60	0.00	
8726400	13.9	-0.89	0.00	23.45	12.28	2.76	1200.94	40.47	158.51	0.00	
8730000	13.4	-0.92	0.00	23.28	12.28	2.36	1207.41	40.82	117.04	0.00	
8733600	12.9	-0.95	0.00	23.11	12.28	2.24	1211.97	41.17	105.37	0.00	
8737200	12.4	-0.98	0.00	22.94	12.28	2.26	1215.18	41.54	102.58	0.00	
8740800	11.8	-1.02	0.00	22.76	12.28	2.53	1217.44	41.94	104.84	0.00	
8744400	11.7	-1.02	0.00	22.65	12.28	7.34	1219.03	42.14	125.25	0.00	
8748000	11.9	-1.02	0.00	22.73	12.28	9.02	1220.16	41.95	221.16	2.10	
8751600	12.6	-0.98	0.00	23.03	12.28	9.92	1184.50	41.16	308.75	35.00	
8755200	14	-0.89	0.00	23.37	12.28	6.47	1135.07	40.34	327.19	0.70	
8758800	16	-0.70	0.00	23.39	12.28	6.17	1075.94	40.23	323.56	0.70	
8762400	16.3	-0.69	0.00	23.58	12.28	6.10	997.82	39.69	314.28	0.70	
8766000	18.9	-1.63	0.00	23.82	12.28	6.58	942.77	39.03	317.14	0.70	
8769600	20.3	-1.30	0.00	24.17	12.28	9.62	903.98	38.11	356.05	11.20	
8773200	20.6	-1.29	0.00	24.46	12.28	6.11	876.64	37.37	346.65	0.70	
8776800	20.6	-1.37	0.00	24.71	12.28	5.50	893.83	36.78	301.72	0.70	
8780400	21.2	-1.33	0.00	25.17	12.28	5.16	905.94	35.75	269.89	0.70	
8784000	21.6	-1.28	0.00	25.43	12.28	5.42	914.47	35.19	252.64	0.70	
8787600	21.2	-1.50	0.00	25.69	12.28	9.37	969.09	34.64	276.85	0.70	
8791200	20.6	-1.74	0.00	25.83	12.28	10.75	1044.02	34.35	344.74	3.50	
8794800	19	-2.19	0.00	25.69	12.28	8.15	1096.83	34.65	409.18	3.50	
8798400	15	-1.00	0.00	25.59	12.28	7.53	1134.04	34.95	399.96	3.50	
8802000	14	-1.07	0.00	25.42	12.28	6.60	1160.27	35.40	371.16	3.50	
8805600	13.5	-43.85	0.00	22.19	12.28	5.25	442.05	39.14	322.97	1.40	
8809200	13.5	-39.27	0.00	21.54	12.28	3.74	672.63	40.81	238.60	0.00	
8812800	11.5	-1.10	0.00	23.31	13.39	2.76	835.11	37.03	158.51	0.00	
8816400	11.5	-1.08	0.00	23.07	13.39	2.36	949.61	37.70	117.04	0.00	
8820000	11.5	-1.05	0.00	22.85	13.39	2.24	1030.30	38.33	105.37	0.00	
8823600	11.5	-1.04	0.00	22.64	13.39	2.26	1087.16	38.91	102.58	0.00	
8827200	10.5	-1.11	0.00	22.42	13.39	2.53	1127.23	39.52	104.84	0.00	
8830800	10	-1.14	0.00	22.26	13.39	7.47	1155.46	40.04	125.25	0.00	
8834400	9.5	-1.19	0.00	22.26	13.39	9.20	1175.36	40.16	221.16	2.10	
8838000	11.7	-1.03	0.00	22.64	13.39	9.98	1152.93	39.47	308.75	35.00	
8841600	14.5	-0.82	0.00	23.16	13.39	6.47	1112.83	38.41	327.19	0.70	
8845200	17.4	-0.61	0.00	23.75	13.39	6.17	1060.26	37.18	323.56	0.70	
8848800	18.7	-1.67	0.00	23.77	13.39	6.10	986.78	37.12	314.28	0.70	
8852400	19.3	-1.60	0.00	24.11	13.39	6.58	934.99	36.33	317.14	0.70	
8856000	20	-1.49	0.00	24.47	13.39	9.64	898.49	35.54	356.05	11.20	
8859600	20.7	-1.36	0.00	24.76	13.39	6.11	872.78	34.93	346.65	0.70	
8863200	21	-1.44	0.00	25.30	13.39	5.50	891.11	33.80	301.72	0.70	
8866800	21	-1.54	0.00	25.61	13.39	5.16	904.02	33.10	269.89	0.70	
8870400	21	-1.60	0.00	25.84	13.39	5.42	913.12	32.66	252.64	0.70	
8874000	20.2	-1.93	0.00	26.07	13.39	9.44	968.14	32.18	276.85	0.70	
8877600	19	-2.34	0.00	26.14	13.39	10.87	1043.35	32.11	344.74	3.50	
8881200	17.1	-0.85	0.00	26.06	13.39	8.15	1096.36	32.30	409.18	3.50	
8884800	13.9	-1.12	0.00	25.84	13.39	7.53	1133.71	32.87	399.96	3.50	
8888400	12.4	-1.23	0.00	25.55	13.39	6.60	1160.03	33.60	371.16	3.50	
8892000	10.4	-1.38	0.00	25.20	13.39	5.25	1178.58	34.43	322.97	1.40	
8895600	8.4	-1.52	0.00	24.78	13.39	3.74	1191.65	35.38	238.60	0.00	
8899200	8	-1.52	0.00	24.43	14.00	3.45	1200.86	36.25	174.10	0.00	
8902800	8.4	-1.45	0.00	24.07	14.00	2.72	1207.35	37.11	133.99	0.00	
8906400	6.7	-1.57	0.00	23.66	14.00	2.41	1211.93	38.12	110.55	0.00	
8910000	7.4	-1.47	0.00	23.31	14.00	2.32	1215.15	39.03	104.18	0.00	
8913600	8.1	-1.38	0.00	22.99	14.00	2.26	1217.42	39.93	102.70	0.00	
8917200	8	-1.37	0.00	22.78	14.00	6.20	1219.02	40.58	107.46	0.00	
8920800	7.5	-1.40	0.00	22.61	14.00	6.80	1220.15	41.14	139.41	0.00	
8924400	8.7	-1.34	0.00	23.02	14.00	8.07	1184.49	40.35	221.94	4.90	
8928000	10.4	-1.22	0.00	23.34	14.00	6.23	1135.07	39.77	308.63	4.90	
8931600	14.6	-0.85	0.00	23.57	14.00	7.81	1075.94	39.43	357.89	2.80	
8935200	17.9	-0.59	0.00	23.96	14.00	8.97	997.82	38.60	388.59	2.80	
8938800	19.6	-1.57	0.00	24.27	14.00	9.55	942.77	37.85	408.94	2.80	
8942400	20.1	-1.51	0.00	24.58	14.00	11.59	903.98	37.12	431.67	2.80	
8946000	20.6	-1.41	0.00	24.81	14.00	7.17	876.64	36.56	422.33	2.80	
8949600	20.2	-1.59	0.00	24.99	14.00	6.05	893.83	36.04	383.83	2.80	
8953200	20.2	-1.63	0.00	25.15	14.00	5.30	905.94	35.60	353.85	7.00	
8956800	20	-1.72	0.00	25.25	14.00	5.21	914.47	35.26	348.73	7.00	
8960400	19.1	-2.11	0.00	25.54	14.00	9.17	969.09	34.60	379.31	8.40	
8964000	18.6	-2.31	0.00	25.64	14.00	10.41	1044.02	34.42	436.19	8.40	
8967600	17.6	-0.76	0.00	25.60	14.00	7.69	1096.83	34.49	471.36	8.40	
8971200	15.9	-0.90	0.00	25.48	14.00	7.14	1134.04	34.73	429.29	1.40	
8974800	15.3	-0.95	0.00	25.37	14.00	6.34	1160.27	34.97	350.63	1.40	
8978400	13.9	-41.62	0.00	22.27	14.00	5.08	442.99	37.22	329.81	1.40	
8982000	12.5	-43.62	0.00	21.15	14.00	3.72	673.29	39.85	277.27	0.00	
8985600	9.8	-1.24	0.00	23.16	14.23	3.45	835.58	35.65	200.57	0.00	
8989200	9.6	-1.24	0.00	22.90	14.23	2.72	949.94	36.37	148.04	0.00	
8992800	9.9	-1.18	0.00	22.64	14.23	2.41	1030.53	37.09	116.32	0.00	
8996400	8.8	-1.25	0.00	22.29	14.23	2.32	1087.32	38.02	105.37	0.00	
9000000	6.8	-1.40	0.00	21.92	14.23	2.26	1127.34	39.03	102.76	0.00	
9003600	5.7	-1.47	0.00	21.59	14.23	6.37	1155.54	39.96	102.99	0.00	
9007200	6.6	-1.39	0.00	21.55	14.23	6.87	1175.42	40.21	108.83	0.00	
9010800	10.4	-1.08	0.00	21.93	14.23	7.95	1152.97	39.52	156.01	4.90	
9014400	13.2	-0.88	0.00	22.50	14.23	6.23	1112.85	38.43	264.72	4.90	
9018000	17.6	-0.50	0.00	22.73	14.23	7.81	1060.28	37.96	379.67	2.80	
9021600	18.6	-1.50	0.00	23.06	14.23	8.97	986.79	37.21	440.48	2.80	
9025200	19.5	-1.35	0.00	23.46	14.23	9.55	935.00	36.33	488.32	2.80	
9028800	20	-1.29	0.00	23.81	14.23	11.60	898.50	35.60	494.56	2.80	
9032400	20	-1.38	0.00	24.10	14.23	7.17	872.78	34.95	401.33	2.80	
9036000	20.5	-1.30	0.00	24.37	14.23	6.05	891.11	34.38	324.28	2.80	
9039600	21	-1.29	0.00	24.84	14.23	5.30	904.02	33.47	288.04	7.00	
9043200	20.5	-1.51	0.00	25.05	14.23	5.21	913.12	33.05	255.37	7.00	
9046800	20	-1.75	0.00	25.28	14.23	9.10	968.14	32.64	265.97	8.40	
9050400	19	-2.10	0.00	25.38	14.23	10.38	1043.35	32.53	327.37	8.40	
9054000	17.5	-0.74	0.00	25.32	14.23	7.69	1096.36	32.74	383.00	8.40	
9057600	13.8	-1.06	0.00	25.13	14.23	7.14	1133.71	33.22	368.31	1.40	
9061200	14.8	-0.96	0.00	25.05	14.23	6.34	1160.03	33.54	342.54	1.40	
9064800	12.4	-47.12	0.00	21.53	14.23	5.08	440.73	38.97	303.75	1.40	
9068400	11.1	-1.18	0.00	23.74	14.23	3.72	671.69	34.59	223.66	0.00	
9072000	9.5	-1.29	0.00	23.38	14.51	2.76	834.45	35.54	158.51	0.00	
9075600	8	-1.40	0.00	23.12	14.51	2.36	949.15	36.14	117.04	0.00	
9079200	6.4	-1.52	0.00	22.79	14.51	2.24	1029.97	36.81	105.37	0.00	
9082800	5.7	-1.56	0.00	22.49	14.51	2.26	1086.93	37.60	102.58	0.00	
9086400	5.9	-1.51	0.00	22.20	14.51	2.53	1127.06	38.40	104.84	0.00	
9090000	6.4	-1.45	0.00	22.00	14.51	7.74	1155.35	39.00	125.25	0.00	
9093600	7	-1.39	0.00	21.94	14.51	9.38	1175.28	39.26	221.16	2.10	
9097200	7.1	-1.40	0.00	22.06	14.51	10.33	1152.87	39.07	308.75	35.00	
9100800	7.3	-1.41	0.00	22.34	14.51	6.47	1112.79	38.46	327.19	0.70	
9104400	7.8	-1.40	0.00	22.74	14.51	6.17	1060.24	37.55	323.56	0.70	
9108000	7.9	-1.44	0.00	23.24	14.51	6.10	986.76	36.42	314.28	0.70	
9111600	9.1	-1.46	0.00	24.48	14.51	6.58	934.97	33.88	317.14	0.70	
9115200	9.6	-1.43	0.00	24.75	14.51	10.42	898.48	33.30	356.05	11.20	
9118800	9.9	-1.49	0.00	25.62	14.51	6.11	872.77	31.66	346.65	0.70	
9122400	9	-1.61	0.00	26.13	14.51	5.50	891.10	30.74	301.72	0.70	
9126000	8.7	-1.66	0.00	26.42	14.51	5.16	904.02	30.21	269.89	0.70	
9129600	7.2	-1.78	0.00	26.21	14.51	5.42	913.12	30.49	252.64	0.70	
9133200	5.8	-1.90	0.00	26.14	14.51	10.52	968.13	30.63	276.85	0.70	
9136800	5.8	-1.87	0.00	25.86	14.51	11.86	1043.35	31.07	344.74	3.50	
9140400	4.3	-1.98	0.00	25.53	14.51	8.15	1096.36	31.63	409.18	3.50	
9144000	4	-1.98	0.00	25.20	14.51	7.53	1133.71	32.16	399.96	3.50	
9147600	3.3	-2.00	0.00	24.84	14.51	6.60	1160.03	32.79	371.16	3.50	
9151200	3.5	-1.95	0.00	24.47	14.51	5.25	1178.58	33.46	322.97	1.40	
9154800	4	-1.86	0.00	24.09	14.51	3.74	1191.65	34.19	238.60	0.00	
9158400	3.5	-1.87	0.00	23.67	12.64	2.76	1200.86	35.01	158.51	0.00	
9162000	3	-1.88	0.00	23.28	12.64	2.36	1207.35	35.87	117.04	0.00	
9165600	3	-1.84	0.00	22.90	12.64	2.24	1211.92	36.76	105.37	0.00	
9169200	3	-1.81	0.00	22.53	12.64	2.26	1215.15	37.64	102.58	0.00	
9172800	3	-1.78	0.00	22.19	12.64	2.53	1217.42	38.49	104.84	0.00	
9176400	3	-1.76	0.00	21.92	12.64	8.00	1219.02	39.20	125.25	0.00	
9180000	3.8	-1.68	0.00	21.81	12.64	9.62	1220.15	39.58	221.16	2.10	
9183600	4.1	-1.66	0.00	21.86	12.64	10.55	1184.49	39.53	308.75	35.00	
9187200	6.1	-1.53	0.00	22.35	12.64	6.47	1135.07	38.51	327.19	0.70	
9190800	6.6	-1.51	0.00	22.66	12.64	6.17	1075.94	37.87	323.56	0.70	
9194400	7.3	-1.49	0.00	23.15	12.64	6.10	997.82	36.80	314.28	0.70	
9198000	7.4	-1.60	0.00	24.35	12.64	6.58	942.77	34.43	317.14	0.70	
9201600	7.9	-1.61	0.00	25.00	12.64	10.55	903.98	33.24	356.05	11.20	
9205200	8.5	-1.58	0.00	25.27	12.64	6.11	876.64	32.79	346.65	0.70	
9208800	8.2	-1.70	0.00	26.26	12.64	5.50	893.83	31.05	301.72	0.70	
9212400	9.8	-1.60	0.00	26.75	12.64	5.16	905.94	30.08	269.89	0.70	
9216000	9.4	-1.64	0.00	26.93	12.64	5.42	914.47	29.61	252.64	0.70	
9219600	8.8	-1.70	0.00	26.98	12.64	10.30	969.09	29.43	276.85	0.70	
9223200	7.9	-1.75	0.00	26.65	12.64	11.70	1044.02	29.82	344.74	3.50	
9226800	7.1	-1.80	0.00	26.35	12.64	8.15	1096.83	30.15	409.18	3.50	
9230400	6.2	-1.85	0.00	26.05	12.64	7.53	1134.04	30.49	399.96	3.50	
9234000	5.3	-1.90	0.00	25.71	12.64	6.60	1160.27	30.93	371.16	3.50	
9237600	4.4	-1.94	0.00	25.32	12.64	5.25	1178.74	31.49	322.97	1.40	
9241200	2.5	-2.07	0.00	24.82	12.64	3.74	1191.77	32.28	238.60	0.00	
9244800	0.6	-2.19	0.00	24.29	10.77	2.76	1200.94	33.20	158.51	0.00	
9248400	0	-2.20	0.00	23.81	10.77	2.36	1207.41	34.03	117.04	0.00	
9252000	-0.1	-2.17	0.00	23.34	10.77	2.24	1211.97	34.91	105.37	0.00	
9255600	-0.1	-2.13	0.00	22.87	10.77	2.26	1215.18	35.82	102.58	0.00	
9259200	-1	-2.17	0.00	22.43	10.77	2.53	1217.44	36.74	104.84	0.00	
9262800	-0.5	-2.09	0.00	22.06	10.77	8.26	1219.03	37.53	125.25	0.00	
9266400	0.4	-2.00	0.00	21.92	10.77	9.88	1220.16	37.89	221.16	2.10	
9270000	1.6	-1.92	0.00	22.12	10.77	10.74	1184.50	37.47	308.75	35.00	
9273600	3.4	-1.82	0.00	22.81	10.77	6.47	1135.07	36.04	327.19	0.70	
9277200	4.7	-1.71	0.00	22.94	10.77	6.17	1075.94	35.75	323.56	0.70	
9280800	4.8	-1.73	0.00	23.24	10.77	6.10	997.82	35.09	314.28	0.70	
9284400	4.8	-1.75	0.00	23.48	10.77	6.58	942.77	34.54	317.14	0.70	
9288000	4.9	-1.75	0.00	23.58	10.77	10.78	903.98	34.27	356.05	11.20	
9291600	5.4	-1.71	0.00	23.71	10.77	6.11	876.64	33.95	346.65	0.70	
9295200	5.3	-1.72	0.00	23.76	10.77	5.50	893.83	33.83	301.72	0.70	
9298800	5.8	-1.71	0.00	24.11	10.77	5.16	905.94	33.13	269.89	0.70	
9302400	7	-1.63	0.00	24.37	10.77	5.42	914.47	32.68	252.64	0.70	
9306000	6.3	-1.67	0.00	24.12	10.77	10.48	969.09	33.18	276.85	0.70	
9309600	5.7	-1.69	0.00	23.79	10.77	11.86	1044.02	33.91	344.74	3.50	
9313200	5	-1.73	0.00	23.54	10.77	8.15	1096.83	34.60	409.18	3.50	
9316800	5	-1.70	0.00	23.25	10.77	7.53	1134.04	35.35	399.96	3.50	
9320400	5	-1.68	0.00	22.99	10.77	6.60	1160.27	36.07	371.16	3.50	
9324000	4.5	-1.69	0.00	22.64	10.77	5.25	1178.74	36.97	322.97	1.40	
9327600	4.5	-1.65	0.00	22.28	10.77	3.74	1191.77	37.92	238.60	0.00	
9331200	4.5	-1.62	0.00	21.94	8.64	2.76	1200.94	38.87	158.51	0.00	
9334800	4	-1.63	0.00	21.59	8.64	2.36	1207.41	39.83	117.04	0.00	
9338400	3	-1.69	0.00	21.23	8.64	2.24	1211.97	40.81	105.37	0.00	
9342000	2.2	-1.73	0.00	20.85	8.64	2.26	1215.18	41.80	102.58	0.00	
9345600	2	-1.71	0.00	20.49	8.64	2.53	1217.44	42.80	104.84	0.00	
9349200	2	-1.69	0.00	20.23	8.64	8.07	1219.03	43.58	125.25	0.00	
9352800	2.4	-1.65	0.64	20.12	8.64	9.95	1220.16	44.00	221.16	2.10	
9356400	2.8	-1.62	0.69	20.08	8.64	10.88	1184.50	44.20	308.75	35.00	
9360000	4.2	-1.49	0.00	20.14	8.64	6.47	1135.07	44.14	327.19	0.70	
9363600	5.4	-1.44	0.00	20.69	8.64	6.17	1075.94	42.79	323.56	0.70	
9367200	5.7	-1.46	0.00	21.20	8.64	6.10	997.82	41.46	314.28	0.70	
9370800	6.1	-1.48	0.00	21.79	8.64	6.58	942.77	39.93	317.14	0.70	
9374400	6.9	-1.51	0.00	22.81	8.64	10.63	903.98	37.49	356.05	11.20	
9378000	7.1	-1.51	0.00	23.09	8.64	6.11	876.64	36.66	346.65	0.70	
9381600	7.7	-1.56	0.00	24.19	8.64	5.50	893.83	34.18	301.72	0.70	
9385200	6.9	-1.67	0.00	24.62	8.64	5.16	905.94	33.12	269.89	0.70	
9388800	7.3	-1.64	0.00	24.82	8.64	5.42	914.47	32.49	252.64	0.70	
9392400	6.4	-1.73	0.00	24.88	8.64	10.48	969.09	32.19	276.85	0.70	
9396000	6.6	-1.69	0.00	24.64	8.64	11.80	1044.02	32.46	344.74	3.50	
9399600	5.1	-1.79	0.00	24.29	8.64	8.15	1096.83	32.99	409.18	3.50	
9403200	4.3	-1.83	0.00	23.95	8.64	7.53	1134.04	33.51	399.96	3.50	
9406800	3.4	-1.88	0.00	23.63	8.64	6.60	1160.27	34.10	371.16	3.50	
9410400	2.2	-1.95	0.00	23.20	8.64	5.25	1178.74	34.91	322.97	1.40	
9414000	0.5	-2.05	0.00	22.62	8.64	3.74	1191.77	36.08	238.60	0.00	
9417600	-0.3	-2.08	0.00	22.16	7.17	2.76	1200.94	37.05	158.51	0.00	
9421200	-0.9	-2.09	0.00	21.65	7.17	2.36	1207.41	38.15	117.04	0.00	
9424800	-1.3	-2.08	0.00	21.13	7.17	2.24	1211.97	39.33	105.37	0.00	
9428400	-2.1	-2.11	0.00	20.68	7.17	2.26	1215.18	40.35	102.58	0.00	
9432000	-1.9	-2.05	0.62	20.23	7.17	2.77	1217.44	41.45	104.84	0.00	
9435600	-2.1	-2.07	3.51	20.06	7.17	9.73	1219.03	41.84	125.25	0.00	
9439200	-1.3	-2.00	2.77	20.02	7.17	11.05	1220.16	41.95	221.16	2.10	
9442800	-1	-1.98	0.00	20.19	7.17	10.93	1184.50	41.49	308.75	35.00	
9446400	2.9	-1.70	0.00	20.94	7.17	6.47	1135.07	39.72	327.19	0.70	
9450000	4.4	-1.65	0.00	21.91	7.17	6.17	1075.94	37.38	323.56	0.70	
9453600	5.4	-1.63	0.00	22.64	7.17	6.10	997.82	35.63	314.28	0.70	
9457200	5.8	-1.66	0.00	23.39	7.17	6.58	942.77	33.89	317.14	0.70	
9460800	6.1	-1.71	0.00	24.20	7.17	10.69	903.98	32.17	356.05	11.20	
